,IDs,Title,Abstract
52,2-s2.0-85119429779,Drug connectivity mapping and functional analysis reveal therapeutic small molecules that differentially modulate myelination,
53,2-s2.0-85118804885,Enhanced re-myelination in transthyretin null mice following cuprizone mediated demyelination,
54,2-s2.0-85118117265,Myelin imaging measures as predictors of cognitive impairment in MS patients: A hybrid PET-MRI study,
55,2-s2.0-85117407130,Exosomes derived from bone marrow mesenchymal stromal cells promote remyelination and reduce neuroinflammation in the demyelinating central nervous system,
56,2-s2.0-85111875687,Fast Univariate Inference for Longitudinal Functional Models,
57,2-s2.0-85108179233,Ferroptosis: copper-iron connection in cuprizone-induced demyelination,
58,2-s2.0-85106735468,Elucidating distinct clinico-radiologic signatures in the borderland between neuromyelitis optica and multiple sclerosis,
59,2-s2.0-85104814287,Central vein sign and other radiographic features distinguishing myelin oligodendrocyte glycoprotein antibody disease from multiple sclerosis and aquaporin-4 antibody-positive neuromyelitis optica,
60,2-s2.0-85122194950,"The Salvinorin Analogue, Ethoxymethyl Ether Salvinorin B, Promotes Remyelination in Preclinical Models of Multiple Sclerosis",
61,2-s2.0-85118498636,A biocompatible and injectable hydrogel to boost the efficacy of stem cells in neurodegenerative diseases treatment,
62,2-s2.0-85116886691,Sex-specific disruption in corticospinal excitability and hemispheric (a)symmetry in multiple sclerosis,
63,2-s2.0-85115360827,"Development of [<sup>18</sup>F]MIPS15692, a radiotracer with in vitro proof-of-concept for the imaging of MER tyrosine kinase (MERTK) in neuroinflammatory disease",
64,2-s2.0-85125903399,Royal jelly attenuated cognitive and non-cognitive deficits and blood-brain barrier disruption induced by ethidium bromide,
65,2-s2.0-85123323963,Imaging and Clinical Features of Neurocutaneous Melanosis in the Pediatric Population,
66,2-s2.0-85119898935,"Differential role of p53 in oligodendrocyte survival in response to various stresses: Experimental autoimmune encephalomyelitis, cuprizone intoxication or white matter stroke",
67,2-s2.0-85119480985,Cuprizone feed formulation influences the extent of demyelinating disease pathology,
68,2-s2.0-85117392386,The neural underpinnings of motor learning in people with neurodegenerative diseases: A scoping review,
69,2-s2.0-85116012010,Antagonizing astrocytic platelet activating factor receptor-neuroinflammation for total flavone of epimedium in response to cuprizone demyelination,
70,2-s2.0-85115867020,Metformin Therapy Attenuates Pro-inflammatory Microglia by Inhibiting NF-κB in Cuprizone Demyelinating Mouse Model of Multiple Sclerosis,
71,2-s2.0-85114513278,Cognitive impairment and depression in patients with relapsing–remitting multiple sclerosis depending on age and neuroimaging findings,
72,2-s2.0-85112409365,Sphingosine kinase 2 is essential for remyelination following cuprizone intoxication,
73,2-s2.0-85109156521,Magnetic resonance imaging in neuromyelitis optica spectrum disorder,
74,2-s2.0-85108094107,Anti-CD20 treatment effectively attenuates cortical pathology in a rat model of widespread cortical demyelination,
75,2-s2.0-85106864516,Demyelination and remyelination detected in an alternative cuprizone mouse model of multiple sclerosis with 7.0 T multiparameter magnetic resonance imaging,
76,2-s2.0-85106763167,Whole brain 3D MR fingerprinting in multiple sclerosis: a pilot study,
77,2-s2.0-85104111765,Dynamic analysis of CSF1R-related leukoencephalopathy on magnetic resonance imaging: a case report,
78,2-s2.0-85103430937,Microstructural White Matter Alterations in Cognitively Impaired Patients at Early Stages of Multiple Sclerosis,
79,2-s2.0-85120656994,A New Report of Combined Central and Peripheral Demyelination: A Case Report,
80,2-s2.0-85118332442,Post-COVID 19 neurological syndrome: The need to define a cut-off score between the acute and post-COVID 19 phases,
81,2-s2.0-85111494038,Unraveling the substrates of cognitive impairment in multiple sclerosis: A multiparametric structural and functional magnetic resonance imaging study,
82,2-s2.0-85117067812,mtor signaling regulates metabolic function in oligodendrocyte precursor cells and promotes efficient brain remyelination in the cuprizone model,
83,2-s2.0-85116425363,Thalamus atrophy in the peri-pregnancy period in clinically stable multiple sclerosis patients: Preliminary results,
84,2-s2.0-85112754047,Protective Features of Calorie Restriction on Cuprizone-induced Demyelination via Modulating Microglial Phenotype,
85,2-s2.0-85111894279,Analysis of platelet-derived growth factor receptor A and oligodendrocyte transcription factor 2 markers following Hydroxychloroquine administration in animal induced multiple sclerosis model,
86,2-s2.0-85111064079,Efficient roles of miR-146a in cellular and molecular mechanisms of neuroinflammatory disorders: An effectual review in neuroimmunology,
87,2-s2.0-85087028526,Mesenchymal Stem Cells Ameliorate Cuprizone-Induced Demyelination by Targeting Oxidative Stress and Mitochondrial Dysfunction,
88,2-s2.0-85115638048,MRI Patterns Distinguish AQP4 Antibody Positive Neuromyelitis Optica Spectrum Disorder From Multiple Sclerosis,
89,2-s2.0-85125429150,"Neuroimaging Features and Associated Factors in Multiple Sclerosis Patients: A Perspective from a Private Care Center in Addis Ababa, Ethiopia",
90,2-s2.0-85111664590,The Role of Hippo Signaling Pathway in the Development of the Nervous System,
91,2-s2.0-85108548379,The remyelination effect of DNA framework nucleic acids on demyelinating diseases,
92,2-s2.0-85105708261,Rituximab for treatment of refractory multiple sclerosis relapses during pregnancy,
93,2-s2.0-85113818333,A higher proportion of ermin-immunopositive oligodendrocytes in areas of remyelination,
94,2-s2.0-85113706214,Cerebral involvement and related aspects in myotonic dystrophy type 2,
95,2-s2.0-85109845202,Neuroprotective effect of newly synthesized 4-aminopyridine derivatives on cuprizone-induced demyelination in mice—a behavioral and immunohistochemical study,
96,2-s2.0-85108788299,Structural impairments in hippocampal and occipitotemporal networks specifically contribute to decline in place and face category processing but not to other visual object categories in healthy aging,
97,2-s2.0-85108739059,Magnetic Resonance Characteristics of Baló Concentric Sclerosis in Children,
98,2-s2.0-85107758332,Clinical practice patterns in multiple sclerosis management: Mexican consensus recommendations,
99,2-s2.0-85105605177,ADAM10 suppresses demyelination and reduces seizure susceptibility in cuprizone-induced demyelination model,
100,2-s2.0-85103647880,Delayed access to conscious processing in multiple sclerosis: Reduced cortical activation and impaired structural connectivity,
101,2-s2.0-85089568963,"Magnetic resonance imaging patterns of subacute sclerosing panencephalitis may mimic metabolic disorders: clinical, electroencephalographic and imaging features of six cases",
102,2-s2.0-85103752706,Remyelination is enhanced by Astragalus polysaccharides through inducing the differentiation of oligodendrocytes from neural stem cells in cuprizone model of demyelination,
103,2-s2.0-85111604209,Sodium Intensity Changes Differ Between Relaxation- and Density-Weighted MRI in Multiple Sclerosis,
104,2-s2.0-85109262386,Anti-LINGO -1 improved remyelination and neurobehavioral deficit in cuprizone-induced demyelination,
105,2-s2.0-85108973419,"Effects of venlafaxine, risperidone and febuxostat on cuprizone‐induced demyelination, behavioral deficits and oxidative stress",
106,2-s2.0-85108695457,Specific Blockade of Bone Morphogenetic Protein-2/4 Induces Oligodendrogenesis and Remyelination in Demyelinating Disorders,
107,2-s2.0-85105940771,Positivity of oligoclonal bands in the cerebrospinal fluid predisposed to metabolic changes and rearrangement of inhibitory/excitatory neurotransmitters in subcortical brain structures in multiple sclerosis,
108,2-s2.0-85105102760,"Focal white matter lesions induce long-lasting axonal degeneration, neuroinflammation and behavioral deficits",
109,2-s2.0-85109166607,IL-17 Inhibits Oligodendrocyte Progenitor Cell Proliferation and Differentiation by Increasing K<sup>+</sup> Channel Kv1.3,
110,2-s2.0-85108072045,Innate Signaling in the CNS Prevents Demyelination in a Focal EAE Model,
111,2-s2.0-85110333844,Retinal and brain microglia in multiple sclerosis and neurodegeneration,
112,2-s2.0-85089288966,Autofluorescence spectroscopy as a proxy for chronic white matter pathology,
113,2-s2.0-85088934359,White matter correlates of slowed information processing speed in unimpaired multiple sclerosis patients with young age onset,
114,2-s2.0-85104287156,17β-Estradiol Reduces Demyelination in Cuprizone-fed Mice by Promoting M2 Microglia Polarity and Regulating NLRP3 Inflammasome,
115,2-s2.0-85107272259,A Novel Lysolecithin Model for Visualizing Damage in vivo in the Larval Zebrafish Spinal Cord,
116,2-s2.0-85107068132,Therapeutic Opportunities of Interleukin-33 in the Central Nervous System,
117,2-s2.0-85105706340,Quantitative analysis of demyelination and remyelination in modified cuprizone mice model based on T<inf>2</inf>WI combined with DTI using 7.0 T MR,
118,2-s2.0-85109025753,Brain microstructural and metabolic alterations detected in vivo at onset of the first demyelinating event,
119,2-s2.0-85104947984,Exploratory study on neurochemical effects of low-intensity pulsed ultrasound in brains of mice,
120,2-s2.0-85101430303,The beneficial role of the synthetic microneurotrophin BNN20 in a focal demyelination model,
121,2-s2.0-85101425445,Deep Learning Corpus Callosum Segmentation as a Neurodegenerative Marker in Multiple Sclerosis,
122,2-s2.0-85101147973,Exposure to fine particulate matter (PM<inf>2.5</inf>) hampers myelin repair in a mouse model of white matter demyelination,
123,2-s2.0-85099350050,Relation of retinal and hippocampal thickness in patients with amnestic mild cognitive impairment and healthy controls,
124,2-s2.0-85093937646,BALB/c mice infected with Angiostrongylus cantonensis: A new model for demyelination in the brain,
125,2-s2.0-85091680329,The effect of microglial ablation and mesenchymal stem cell transplantation on a cuprizone-induced demyelination model,
126,2-s2.0-85087973033,Long-term course and morphological MRI correlates of cognitive function in multiple sclerosis,
127,2-s2.0-85087935668,Measurement of white matter fiber-bundle cross-section in multiple sclerosis using diffusion-weighted imaging,
128,2-s2.0-85104603768,Co-existence of multiple sclerosis and germinoma in an adult male: Case report,
129,2-s2.0-85104098197,"Abnormalcortical thickness in relapsing-remitting multiple sclerosis, correlations with cognition impairment, and effect of modified Bushenyisui decoction(补肾益髓汤) on cognitive function of multiple sclerosis",
130,2-s2.0-85103255288,Coronavirus disease (COVID-19)-related disseminated leukoencephalopathy: a retrospective study of findings on brain MRI,
131,2-s2.0-85100451401,Role of thyroid hormones in normal and abnormal central nervous system myelination in humans and rodents,
132,2-s2.0-85100076279,ELTD1 as a biomarker for multiple sclerosis: Pre-clinical molecular-targeted studies in a mouse experimental autoimmune encephalomyelitis model,
133,2-s2.0-85099903772,Axon-Myelin Unit Blistering as Early Event in MS Normal Appearing White Matter,
134,2-s2.0-85099499228,"Nestorone<sup>®</sup>, a 19nor-progesterone derivative boosts remyelination in an animal model of demyelination",
135,2-s2.0-85103515576,Exome-Wide Search for Genes Associated With Central Nervous System Inflammatory Demyelinating Diseases Following CHIKV Infection: The Tip of the Iceberg,
136,2-s2.0-85102885462,"RAFF-4, Magnetization Transfer and Diffusion Tensor MRI of Lysophosphatidylcholine Induced Demyelination and Remyelination in Rats",
137,2-s2.0-85109040529,Contribution of gray matter atrophy and white matter damage to cognitive impairment in mildly disabled relapsing-remitting multiple sclerosis patients,
138,2-s2.0-85103343653,Prolonging the integrated stress response enhances cns remyelination in an inflammatory environment,
139,2-s2.0-85103122761,Identification of novel myelin repair drugs by modulation of oligodendroglial differentiation competence,
140,2-s2.0-85101688760,"ACT-1004-1239, a first-in-class CXCR7 antagonist with both immunomodulatory and promyelinating effects for the treatment of inflammatory demyelinating diseases",
141,2-s2.0-85099919465,Cerebral Vasoreactivity as an Indirect MRI Marker of White Matter Tracts Alterations in Multiple Sclerosis,
142,2-s2.0-85098087525,"Multimodal MRI Response to Fingolimod in Multiple Sclerosis: A Nonrandomized, Single Arm, Observational Study",
143,2-s2.0-85089299868,Alexithymia in multiple sclerosis: Clinical and radiological correlations,
144,2-s2.0-85102915724,Positron Emission Tomography Imaging for In Vivo Measuring of Myelin Content in the Lysolecithin Rat Model of Multiple Sclerosis,
145,2-s2.0-85098162032,The Intellicage system provides a reproducible and standardized method to assess behavioral changes in cuprizone-induced demyelination mouse model,
146,2-s2.0-85102353061,Effect and Mechanism of Catalpol on Remyelination via Regulation of the NOTCH1 Signaling Pathway,
147,2-s2.0-85105865029,Positron emission tomography imaging for in vivo measuring of myelin content in the lysolecithin rat model of multiple sclerosis,
148,2-s2.0-85101335586,Diet-dependent regulation of TGFβ impairs reparative innate immune responses after demyelination,
149,2-s2.0-85099354799,Myelin-specific T cells in animals with Japanese macaque encephalomyelitis,
150,2-s2.0-85099323444,Impairments of white matter tracts and connectivity alterations in five cognitive networks of patients with multiple sclerosis,
151,2-s2.0-85098112562,Quantitative evaluation of callosal abnormalities in relapsing-remitting multiple sclerosis using diffusion tensor imaging: A systemic review and meta-analysis,
152,2-s2.0-85096770787,Coenzyme Q10 enhances remyelination and regulate inflammation effects of cuprizone in corpus callosum of chronic model of multiple sclerosis,
153,2-s2.0-85082312154,Conversion of diffusely abnormal white matter to focal lesions is linked to progression in secondary progressive multiple sclerosis,
154,2-s2.0-85099858500,Case Report: Novel Arylsulfatase A (ARSA) Gene Mutations in a Patient With Adult-Onset Metachromatic Leukodystrophy Misdiagnosed as Multiple Sclerosis,
155,2-s2.0-85099769269,Growth Hormone and Neuronal Hemoglobin in the Brain—Roles in Neuroprotection and Neurodegenerative Diseases,
156,2-s2.0-85124056142,Effect of fluoxetine treatment on neurotoxicity induced by lysolecithin in male rats,
157,2-s2.0-85118220236,Investigation of neuro-inflammatory parameters in a cuprizone induced mouse model of multiple sclerosis,
158,2-s2.0-85117083901,A case of CSF1R-related leukoencephalopathy: serial neuroimaging and neuropsychological tests,
159,2-s2.0-85116415527,Untargeted Metabolomic Profiling of Cuprizone-Induced Demyelination in Mouse Corpus Callosum by UPLC-Orbitrap/MS Reveals Potential Metabolic Biomarkers of CNS Demyelination Disorders,
160,2-s2.0-85114482263,Increased intracranial pressure on a patient with neuromyelitis optica spectrum disorder,
161,2-s2.0-85111040547,Quantitative analysis of demyelination mouse model using signal intensity ratio and diffusion tensor imaging at 7.0 Tesla MRI,
162,2-s2.0-85109874676,Genetic diseases mimicking multiple sclerosis,
163,2-s2.0-85106977461,Relapse recovery in multiple sclerosis: Effect of treatment and contribution to long-term disability,
164,2-s2.0-85106474636,Assessment of <sup>18</sup>F-PBR-111 in the cuprizone mouse model of multiple sclerosis,
165,2-s2.0-85105492884,A window into the future? MRI for evaluation of neuromyelitis optica spectrum disorder throughout the disease course,
166,2-s2.0-85102153390,"Non-invasive quantification of inflammation, axonal and myelin injury in multiple sclerosis",
167,2-s2.0-85101699995,Imaging features and clinical manifestations of neuromyelitis optica,
168,2-s2.0-85101619475,The prevalence of epileptic seizures in multiple sclerosis in a large tertiary hospital in Australia,
169,2-s2.0-85101587460,A case of Marburg's variant of multiple sclerosis successfully treated with IVIg and mitoxantrone,
170,2-s2.0-85100580491,Deficiency of microglial autophagy increases the density of oligodendrocytes and susceptibility to severe forms of seizures,
171,2-s2.0-85097749018,An antarctic krill oil-based diet elicits neuroprotective effects by inhibiting oxidative stress and rebalancing the M1/M2 microglia phenotype in a cuprizone model for demyelination,
172,2-s2.0-85094963637,Spinal cord and brain MRI should be routinely performed during follow-up in patients with NMOSD – Yes,
173,2-s2.0-85093949484,Machine learning based white matter models with permeability: An experimental study in cuprizone treated in-vivo mouse model of axonal demyelination,
174,2-s2.0-85090134726,Intranasal anti-caspase-1 therapy preserves myelin and glucose metabolism in a model of progressive multiple sclerosis,
175,2-s2.0-85085548678,Cognitive disturbances in the cuprizone model of multiple sclerosis,
176,2-s2.0-85085104836,In vivo imaging of CNS microglial activation/macrophage infiltration with combined [<sup>18</sup>F]DPA-714-PET and SPIO-MRI in a mouse model of relapsing remitting experimental autoimmune encephalomyelitis,
177,2-s2.0-85067685093,Psychiatric disorders in multiple sclerosis,
178,2-s2.0-85098661218,QUAKING Regulates Microexon Alternative Splicing of the Rho GTPase Pathway and Controls Microglia Homeostasis,
179,2-s2.0-85097677754,Neuroinflammation in the normal-appearing white matter (NAWM) of the multiple sclerosis brain causes abnormalities at the nodes of Ranvier,
180,2-s2.0-85097752488,Rare case of Marchiafava-Bignami disease due to thiamine deficiency and malnutrition,
181,2-s2.0-85097376161,Role of oligodendrocytes and myelin in the pathophysiology of autism spectrum disorder,
182,2-s2.0-85096091655,Distinct oligodendrocyte populations have spatial preference and different responses to spinal cord injury,
183,2-s2.0-85095428436,Deficiency of microglial Hv1 channel is associated with activation of autophagic pathway and ROS production in LPC-induced demyelination mouse model,
184,2-s2.0-85094677452,Anti-Axl antibody treatment reduces the severity of experimental autoimmune encephalomyelitis,
185,2-s2.0-85094145081,Encephalopathy associated with COVID-19 in a patient with multiple sclerosis,
186,2-s2.0-85093644950,Dicrocoelium ova can block the induction phase of experimental autoimmune encephalomyelitis,
187,2-s2.0-85092636994,The role of glycogen synthase kinase 3 beta in multiple sclerosis,
188,2-s2.0-85090886904,Comparative study between double inversion recovery (DIR) and fluid-attenuated inversion recovery (FLAIR) MRI sequences for detection of cerebral lesions in multiple sclerosis,
189,2-s2.0-85090167307,"Shikonin ameliorates experimental autoimmune encephalomyelitis (EAE) via immunomodulatory, anti-apoptotic and antioxidative activity",
190,2-s2.0-85089980217,Hydroxychloroquine effects on miR-155-3p and miR-219 expression changes in animal model of multiple sclerosis,
191,2-s2.0-85089432229,Gsta4 controls apoptosis of differentiating adult oligodendrocytes during homeostasis and remyelination via the mitochondria-associated Fas-Casp8-Bid-axis,
192,2-s2.0-85089396892,Advanced MRI features in relapsing multiple sclerosis patients with and without CSF oligoclonal IgG bands,
193,2-s2.0-85087803122,Theory of mind across psychiatric diagnoses–A clinical perspicacity,
194,2-s2.0-85087653157,A time-dependent diffusion MRI signature of axon caliber variations and beading,
195,2-s2.0-85087423145,Cognitive impairment in benign multiple sclerosis: a multiparametric structural and functional MRI study,
196,2-s2.0-85085329609,Reciprocal Influences of HIV and Cannabinoids on the Brain and Cognitive Function,
197,2-s2.0-85081974371,Fatigue in multiple sclerosis: Does the functional or structural damage prevail?,
198,2-s2.0-85078054376,"Dose-dependent effect of cannabinoid WIN-55,212-2 on myelin repair following a demyelinating insult",
199,2-s2.0-85096752450,Ferroptosis mediates cuprizone-induced loss of oligodendrocytes and demyelination,
200,2-s2.0-85096780029,Low-Density Lipoprotein Receptor-Related Protein 1 (LRP1) Is a Negative Regulator of Oligodendrocyte Progenitor Cell Differentiation in the Adult Mouse Brain,
201,2-s2.0-85097291813,Evaluation of neuroprotective effects of alpha-tocopherol in cuprizone-induced demyelination model of multiple sclerosis,
202,2-s2.0-85095842988,Combining magnetization transfer ratio mri and quantitative measures of walking improves the identification of fallers in MS,
203,2-s2.0-85091232681,“A case report: Co-occurrence of cerebral amyloid angiopathy and multiple sclerosis”,
204,2-s2.0-85091060114,Signal alterations of glutamate-weighted chemical exchange saturation transfer MRI in lysophosphatidylcholine-induced demyelination in the rat brain,
205,2-s2.0-85090247887,Brain MRI characteristics in neuromyelitis optica spectrum disorders: A large multi-center retrospective study in China,
206,2-s2.0-85089518229,Genetically Confirmed CARASIL: Case Report with Novel HTRA1 Mutation and Literature Review,
207,2-s2.0-85085342936,Structural changes in the brain of patients with relapsing-remitting multiple sclerosis compared to controls: a MRI-based stereological study,
208,2-s2.0-85094983000,Recommendations of the polish medical society of radiology and the polish society of neurology for a protocol concerning routinely used magnetic resonance imaging in patients with multiple sclerosis,
209,2-s2.0-85086412821,CD44 expression in the cuprizone model,
210,2-s2.0-85092759844,A Case of HaNDL with Low Cerebrospinal Fluid Level of Neurofilament Light Chain,
211,2-s2.0-85090704566,Gray Matter Nucleus Hyperintensity after Monthly Triple-Dose Gadopentetate Dimeglumine with Long-term Magnetic Resonance Imaging,
212,2-s2.0-85087726201,Measurements of the corpus callosum index and fractional anisotropy of the corpus callosum and their cutoff values are useful to assess global brain volume loss in multiple sclerosis,
213,2-s2.0-85087632023,Calorie restriction promotes remyelination in a Cuprizone-Induced demyelination mouse model of multiple sclerosis,
214,2-s2.0-85081750473,In vivo silencing of miR-125a-3p promotes myelin repair in models of white matter demyelination,
215,2-s2.0-85070317649,Infratentorial and spinal cord lesions: Cumulative predictors of long-term disability?,
216,2-s2.0-85040065589,Does restricted diffusion in the splenium indicate an acute infarct?,
217,2-s2.0-85092737711,Revisiting the Pathoetiology of Multiple Sclerosis: Has the Tail Been Wagging the Mouse?,
218,2-s2.0-85090251433,Inhibition of RhoA/ROCK pathway in the early stage of hypoxia ameliorates depression in mice via protecting myelin sheath,
219,2-s2.0-85086871503,Theory of mind network in multiple Sclerosis: A double disconnection mechanism,
220,2-s2.0-85106751770,Healing influence of melilotus officinalis herbal extract on experimental autoimmune encephalomyelitis in c57bl/6 mice,
221,2-s2.0-85092434863,Associations Between Findings From Myelin Water Imaging and Cognitive Performance Among Individuals With Multiple Sclerosis,
222,2-s2.0-85089655767,Diverse roles for hyaluronan and hyaluronan receptors in the developing and adult nervous system,
223,2-s2.0-85089515027,Microglial phagocytosis—rational but challenging therapeutic target in multiple sclerosis,
224,2-s2.0-85087036142,Effects of EHP-101 on inflammation and remyelination in murine models of Multiple sclerosis,
225,2-s2.0-85086940254,Atypical MOG antibody disease presenting with typical multiple sclerosis lesions,
226,2-s2.0-85090193008,Dynamic Responses of Microglia in Animal Models of Multiple Sclerosis,
227,2-s2.0-85089488306,Fractalkine-Dependent Microglial Pruning of Viable Oligodendrocyte Progenitor Cells Regulates Myelination,
228,2-s2.0-85089363249,Probable Autoimmune Depression in a Patient With Multiple Sclerosis and Antineuronal Antibodies,
229,2-s2.0-85089688495,R-ras gtpases signaling role in myelin neurodegenerative diseases,
230,2-s2.0-85089415933,Unilateral Optic Neuritis in Children: Experience of a Tertiary Centre,
231,2-s2.0-85085378088,3-Methylglutaconic aciduria type VIII in an Indian neonate,
232,2-s2.0-85084159741,"Cognitive impairment in early MS: contribution of white matter lesions, deep grey matter atrophy, and cortical atrophy",
233,2-s2.0-85083277303,A validation study of manual atrophy measures in patients with Multiple Sclerosis,
234,2-s2.0-85088422557,Inflammation and Corticospinal Functioning in Multiple Sclerosis: A TMS Perspective,
235,2-s2.0-85086089679,Impaired cognition is related to microstructural integrity in relapsing remitting multiple sclerosis,
236,2-s2.0-85084064945,Improvement of Remyelination in Demyelinated Corpus Callosum Using Human Adipose-Derived Stem Cells (hADSCs) and Pregnenolone in the Cuprizone Rat Model of Multiple Sclerosis,
