,IDs,Title,Abstract
10,2-s2.0-85112577145,Functional and structural MRI correlates of executive functions in multiple sclerosis,"<p>Background: Executive dysfunctions, including difficulties in attention, working memory, planning, and inhibition affect 15%–28% of multiple sclerosis (MS) patients. Objectives: To investigate structural and functional magnetic resonance imaging (MRI) abnormalities underlying executive function (EF) in MS patients. Methods: A total 116 MS patients and 65 controls underwent resting-state (RS) and diffusion-weighted sequences and neuropsychological examination, including Wisconsin Card Sorting Test (WCST) to test EF. Brain RS cognitive networks and fractional anisotropy (FA) from a priori selected white matter tracts were derived. Associations of WCST scores with RS functional connectivity (FC) and FA abnormalities were investigated. Results: In MS patients, predictors of working memory/updating were: lower corpus callosum (CC) FA, lower left working-memory network (WMN), right WMN RS FC for worse performance; lower executive control network (ECN), higher default-mode network (DMN), and salience network (SN) RS FC for better performance (R<sup>2</sup> = 0.35). Predictors of attention were lower CC genu FA, lower left WMN, and DMN RS FC for worse performance; higher left WMN and ECN RS FC for better performance (R<sup>2</sup> = 0.24). Predictors of worse shifting/inhibition were lower CC genu and superior cerebellar peduncle (SCP) FA, lower left WMN RS FC for worse performance; and higher ECN RS FC for better performance (R<sup>2</sup> = 0.24). Conclusions: CC and SCP microstructural damage and RS FC abnormalities in cognitive networks underlie EF frailty in MS. © The Author(s), 2021.</p>"
11,2-s2.0-85112329645,White matter microstructural differences in children and genetic risk for multiple sclerosis: A population-based study,"<p>Background: MS patients show abnormalities in white matter (WM) on brain imaging, with heterogeneity in the location of WM lesions. The “pothole” method can be applied to diffusion-weighted images to identify spatially distinct clusters of divergent brain WM microstructure. Objective: To investigate the association between genetic risk for MS and spatially independent clusters of decreased or increased fractional anisotropy (FA) in the brain. In addition, we studied sex- and age-related differences. Methods: 3 Tesla diffusion tensor imaging (DTI) data were collected in 8- to 12-year-old children from a population-based study. Global and tract-based potholes (lower FA clusters) and molehills (higher FA clusters) were quantified in 3047 participants with usable DTI data. A polygenic risk score (PRS) for MS was calculated in genotyped individuals (n = 1087) and linear regression analyses assessed the relationship between the PRS and the number of potholes and molehills, correcting for multiple testing using the False Discovery Rate. Results: The number of molehills increased with age, potholes decreased with age, and fewer potholes were observed in girls during typical development. The MS-PRS was positively associated with the number of molehills (β = 0.9, SE = 0.29, p = 0.002). Molehills were found more often in the corpus callosum (β = 0.3, SE = 0.09, p = 0.0003). Conclusion: Genetic risk for MS is associated with spatially distinct clusters of increased FA during childhood brain development. © The Author(s), 2021.</p>"
12,2-s2.0-85112321703,"Volume changes of thalamus, hippocampus and cerebellum are associated with specific CSF profile in MS","<p>Background: The underlying pathogenesis of surface-in grey matter abnormalities in MS, demonstrated by both neuropathology and advanced MRI analyses, is under investigation and it might be related to CSF-mediated mechanism of inflammation and/or damage. Objective: To examine the link of CSF inflammatory profile with the damage of three regions early-involved in MS and bordering with CSF: thalamus, hippocampus and cerebellum. Methods: In this longitudinal, prospective study, we evaluated, in 109 relapsing–remitting MS patients, at diagnosis and after 2-year follow-up, the association between the baseline CSF level of 19 inflammatory mediators and the volume changes of thalamus, hippocampus, cerebellar cortex and control regions (globus pallidus, putamen). Results: The multivariable analysis showed that the CXCL13 and sCD163 CSF levels at baseline were independent predictors of thalamus ((Formula presented.) ; p &lt; 0.001) and hippocampus ((Formula presented.) ; p &lt; 0.001) volume change after 2-year follow-up. These molecules, plus CCL25, IFN-γ and fibrinogen, were independent predictors of the cerebellar cortex volume loss ((Formula presented.) ; p &lt; 0.001). No independent predictors of volume changes of the control regions were found. Conclusion: Our results indicate an association between the CSF inflammatory profile and grey matter volume loss of regions anatomically close to CSF boundaries, thus supporting the hypothesis of a surface-in GM damage in MS. © The Author(s), 2021.</p>"
13,2-s2.0-85127886516,Rapid parameter estimation for selective inversion recovery myelin imaging using an open-source Julia toolkit,"<p>Background: Magnetic resonance imaging (MRI) is used extensively to quantify myelin content, however computational bottlenecks remain challenging for advanced imaging techniques in clinical settings. We present a fast, open-source toolkit for processing quantitative magnetization transfer derived from selective inversion recovery (SIR) acquisitions that allows parameter map estimation, including the myelin-sensitive macromolecular pool size ratio (PSR). Significant progress has been made in reducing SIR acquisition times to improve clinically feasibility. However, parameter map estimation from the resulting data remains computationally expensive. To overcome this computational limitation, we developed a computationally efficient, open-source toolkit implemented in the Julia language. Methods: To test the accuracy of this toolkit, we simulated SIR images with varying PSR and spin-lattice relaxation time of the free water pool (R<sub>1f</sub>) over a physiologically meaningful scale from 5% to 20% and 0.5 to 1.5 s<sup>−1</sup>, respectively. Rician noise was then added, and the parameter maps were estimated using our Julia toolkit. Probability density histogram plots and Lin’s concordance correlation coefficients (LCCC) were used to assess accuracy and precision of the fits to our known simulation data. To further mimic biological tissue, we generated five cross-linked bovine serum albumin (BSA) phantoms with concentrations that ranged from 1.25% to 20%. The phantoms were imaged at 3T using SIR, and data were fit to estimate PSR and R<sub>1f</sub>. Similarly, a healthy volunteer was imaged at 3T, and SIR parameter maps were estimated to demonstrate the reduced computational time for a real-world clinical example. Results: Estimated SIR parameter maps from our Julia toolkit agreed with simulated values (LCCC &gt; 0.98). This toolkit was further validated using BSA phantoms and a whole brain scan at 3T. In both cases, SIR parameter estimates were consistent with published values using MATLAB. However, compared to earlier work using MATLAB, our Julia toolkit provided an approximate 20-fold reduction in computational time. Conclusions: Presented here, we developed a fast, open-source, toolkit for rapid and accurate SIR MRI using Julia. The reduction in computational cost should allow SIR parameters to be accessible in clinical settings. Copyright 2022 Sisco et al.</p>"
14,2-s2.0-85127975049,Editorial: Bioinformatic Tools for the Detection and Identification of Mechanisms in Immune Cells of Neuroimmunological Diseases,<p>[No abstract available]</p>
15,2-s2.0-85127942631,Clemastine Induces an Impairment in Developmental Myelination,"<p>Abnormalities in myelination are associated to behavioral and cognitive dysfunction in neurodevelopmental psychiatric disorders. Thus, therapies to promote or accelerate myelination could potentially ameliorate symptoms in autism. Clemastine, a histamine H1 antagonist with anticholinergic properties against muscarinic M1 receptor, is the most promising drug with promyelinating properties. Clemastine penetrates the blood brain barrier efficiently and promotes remyelination in different animal models of neurodegeneration including multiple sclerosis, ischemia and Alzheimer’s disease. However, its role in myelination during development is unknown. We showed that clemastine treatment during development increased oligodendrocyte differentiation in both white and gray matter. However, despite the increase in the number of oligodendrocytes, conduction velocity of myelinated fibers of corpus callosum decreased in clemastine treated mice. Confocal and electron microscopy showed a reduction in the number of myelinated axons and nodes of Ranvier and a reduction of myelin thickness in corpus callosum. To understand the mechanisms leading to myelin formation impairment in the presence of an excess of myelinating oligodendrocytes, we focused on microglial cells that also express muscarinic M1 receptors. Importantly, the population of CD11c<sup>+</sup> microglia cells, necessary for myelination, as well as the levels of insulin growth factor-1 decrease in clemastine-treated mice. Altogether, these data suggest that clemastine impact on myelin development is more complex than previously thought and could be dependent on microglia-oligodendrocyte crosstalk. Further studies are needed to clarify the role of microglia cells on developmental myelination. Copyright © 2022 Palma, Chara, Montilla, Otxoa-de-Amezaga, Ruíz-Jaén, Planas, Matute, Pérez-Samartín and Domercq.</p>"
16,2-s2.0-85126785569,Diffusion Tensor Imaging Revealed Microstructural Changes in Normal-Appearing White Matter Regions in Relapsing–Remitting Multiple Sclerosis,"<p>Background: Axons and myelin sheaths are the physical foundation for white matter (WM) to perform normal functions. Our previous study found the metabolite abnormalities in frontal, parietal, and occipital normal-appearing white matter (NAWM) regions in relapsing–remitting multiple sclerosis (RRMS) patients by applying a 2D <sup>1</sup>H magnetic resonance spectroscopic imaging method. Since the metabolite changes may associate with the microstructure changes, we used the diffusion tensor imaging (DTI) method to assess the integrity of NAWM in this study. Method: Diffusion tensor imaging scan was performed on 17 clinically definite RRMS patients and 21 age-matched healthy controls on a 3.0-T scanner. DTI metrics including fractional anisotropy (FA), mean diffusivity (MD), axial diffusivity (AD), and radial diffusivity (RD) were extracted from 19 predefined regions of interest (ROIs), which were generated by removing a mask of manually drawn probabilistic lesion map from the Johns Hopkins University white-matter atlas. The mean values of FA, MD, AD, and RD were compared between different groups in the same ROIs. Results: A probabilistic lesion map was successfully generated, and the lesion regions were eliminated from the WM atlas. We found that the RRMS patients had significantly lower FA in the entire corpus callosum (CC), bilateral of anterior corona radiata, and right posterior thalamic radiation (PTR). At the same time, RRMS patients showed significantly higher MD in the bilateral anterior corona radiata and superior corona radiata. Moreover, all AD values increased, and the bilateral external capsule, PTR, and left tapetum NAWM show statistical significance. What is more, all NAWM tracts showed increasing RD values in RRMS patients, and the bilateral superior corona radiata, the anterior corona radiata, right PTR, and the genu CC reach statistical significance. Conclusion: Our study revealed widespread microstructure changes in NAWM in RRMS patients through a ready-made WM atlas and probabilistic lesion map. These findings support the hypothesis of demyelination, accumulation of inflammatory cells, and axonal injury in NAWM for RRMS. The DTI-based metrics could be considered as potential non-invasive biomarkers of disease severity. Copyright © 2022 Bao, Tu, Li, Sun, Hu, Zhang and Li.</p>"
17,2-s2.0-85127520222,An Equivocal SCC Lesion—Antiepileptic-Induced CLOCC,"<p>We present a case of a woman who reported to the emergency unit due to recurrent episodes of severe headache and collapse. MRI examination revealed no relevant findings apart from small meningioma of the right parietal region. The patient was diagnosed with epilepsy and received outpatient treatment, which was changed due to poor toleration. A follow-up MRI was performed which revealed an isolated, focal lesion of the splenium of the corpus callosum. The patient underwent extensive laboratory testing and antiseizure medications were started again. Another MRI indicated substantial regression of the splenium of the corpus callosum (SCC) lesion. Both the complete clinical image and results of the diagnostic evaluation spoke in favor of cytotoxicity of the corpus callosum associated with anti-epileptic drug treatment. Pathologies involving the corpus callosum include congenital, demyelination, infection, neoplasm, trauma and vascular changes. Isolated, non-specific lesions of the splenium of corpus callosum usually indicate multiple sclerosis; however, other pathologies should be considered. Anti-epileptic drugs may evoke cytotoxic lesions of the corpus callosum (CLOCCs). © 2022 by the authors. Licensee MDPI, Basel, Switzerland.</p>"
18,2-s2.0-85123479956,A major role for adenosine A<inf>2A</inf> receptor in the interaction between astrocytes and myelinated neurons: possible implications for the therapy of neurodegenerative disorders,<p>[No abstract available]</p>
19,2-s2.0-85123220024,"Two-dimensional measurements with cut-off values are useful for assessing brain volume, physical disability, and processing speed in multiple sclerosis","<p>Background: Two-dimensional (2D) measures have been proposed as potential proxy measures for whole-brain volume in multiple sclerosis (MS); however, cut-off values that determine the degree of brain volume loss (BVL) have not been established. Since we had previously developed a system to categorize MS patients into clusters with significantly different degrees of BVL, we tried to identify cut-off values for 2D measurements that can discriminate MS patients on the basis of disease severity associated with brain atrophy. Methods: In this cross-sectional analysis, ninety-one consecutive Japanese MS patients—clinically isolated syndrome (5%), relapsing-remitting MS (78%) and progressive MS (17%)—were categorized into two clusters (CL1 and CL2) with a significantly different degree of BVL using the method described in our previous study. MS patients were also evaluated for 2D measurements, namely, third ventricle width, lateral ventricle width (LVW), bicaudate ratio (BCR), and corpus callosum index (CCI). Thereafter, we performed receiver operating characteristic analysis to determine the cut-off values of the 2D measurements for categorizing the MS patients into two clusters. Results: We identified optimal cut-off values for each 2D measure with high specificity and sensitivity. The cut-off values for LVW, BCR, and CCI divided the MS patients into two subgroups, in which whole-brain and grey matter volume, EDSS, and processing speed were significantly different. Conclusion: LVW, BCR, and CCI with particular cut-off values are useful to discriminate MS patients with decreased brain volume, physical disability, and processing speed. © 2022 Elsevier B.V.</p>"
20,2-s2.0-85119426178,Multiple sclerosis impairment scale and brain MRI in secondary progressive multiple sclerosis,"<p>Objective: To examine the Multiple Sclerosis Impairment Scale (MSIS) in secondary progressive MS (SPMS) in relation to the Expanded Disability Status Scale (EDSS), magnetic resonance imaging (MRI) outcomes, and mobility. Methods: In this observational single-center study, 68 secondary progressive multiple sclerosis (SPMS) patients were examined by MSIS, EDSS, functional mobility tests of upper/lower extremities, and multimodal MRI. Participants had EDSS ≥3.5, a decline in daily activities over the last year unrelated to relapses, and/or 6-month confirmed disability progression. Results: Mean disease duration was 23.1 ± 8.3 years and mean age 54.4 ± 8.1 years. MSIS, EDSS, and their corresponding motor, cerebellar, and sensory subscores correlated (p &lt;.0001). Motor subscores of MSIS correlated stronger with Timed-25-Foot-Walk (T25FW) than pyramidal functional system score (FSS) (p =.03), but EDSS had a stronger correlation to T25FW than the total MSIS score (p =.01). MSIS cerebellar subscore correlated stronger with 9-Hole Peg Test (9-HPT) than cerebellar FSS (p =.04). The sensory MSIS subscore also showed correlation with 9-HPT in contrast to sensory FSS (p =.006). MSIS subscores had stronger correlations with MRI volumetry measures than FSS scores (lesion volume and putamen, thalamus, corpus callosum volumetry, p =.0001–0.0017). Conclusion: In patients with SPMS, MSIS correlated with functional motor tests. MSIS showed stronger correlations with atrophy of central nervous system areas, and may be more sensitive to scale cerebellar and sensory function than EDSS. © 2021 John Wiley &amp; Sons A/S. Published by John Wiley &amp; Sons Ltd</p>"
21,2-s2.0-85112446984,The clinical and paraclinical correlates of employment status in multiple sclerosis,"<p>Purpose: To identify the clinical and paraclinical markers of employment status in multiple sclerosis (MS). Methods: This was a cross-sectional sub-study investigating 1226 MS patients. To minimalized confounding effect, two groups of patients, matched by sex, age, and education, were selected: 307 patients with full time employment and 153 unemployed patients receiving disability pension. We explored associations between employment status and Expanded Disability Status Scale (EDSS), 25 Foot Walk Test (25FWT), Nine Hole Peg Test (9HPT), Brief International Cognitive Assessment for MS (BICAMS), Paced Auditory Serial Addition Test (PASAT), Beck Depression Inventory (BDI), SLOAN charts (SLOAN), and brain volumetric MRI measures. Results: Both groups differed significantly on all variables of interest (p &lt; 0.001). In the univariate analyses, EDSS, SDMT (Symbol Digit Modalities Test) adjusted for BDI, 25FWT, and 9HPT best explained variability in vocational status. In multivariate analyses, the combination of EDSS, 25FWT, SDMT, BDI, and corpus callosum fraction (CCF) explained the greatest variability. As a next step, after patients were matched by EDSS, differences in SDMT, 25FWT (both p &lt; 0.001), 9HPT, CCF, and T2 lesion volume were still present (all p &lt; 0.005) between both groups. The best multivariate model consisted of SDMT, BDI, and T2 lesion volume. Conclusions: EDSS, walking ability, cognitive performance, and MRI volumetric parameters are independently associated with employment status. © 2021, Fondazione Società Italiana di Neurologia.</p>"
